review_id,product,category,rating,review_text,review_clean,word_count,sentiment,label,is_defective
REV_01157,ADATA XPG 8GB,Memoria RAM,1,"Terrible experiencia, el producto murió a los pocos días.",terrible experiencia el producto murió a los pocos días,9,negative,1,0
REV_01158,LG 24MK400H,Monitor,4,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01159,Epson EcoTank L3250,Impresora,5,"Excelente producto, funciona perfectamente desde el primer día.",excelente producto funciona perfectamente desde el primer día,8,positive,0,0
REV_01160,Kingston Fury Beast 16GB,Memoria RAM,5,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01161,HP Pavilion 15,Laptop,5,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01162,ADATA XPG 8GB,Memoria RAM,3,"Cumple con lo básico, nada extraordinario.",cumple con lo básico nada extraordinario,6,neutral,0,0
REV_01163,ASUS GTX 1650,Tarjeta de Video,3,"Cumple con lo básico, nada extraordinario.",cumple con lo básico nada extraordinario,6,neutral,0,0
REV_01164,HP LaserJet Pro M15w,Impresora,5,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01165,LG 24MK400H,Monitor,5,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01166,Crucial Ballistix 32GB,Memoria RAM,1,"Defecto de fábrica evidente, el ventilador hace ruido extraño.",defecto de fábrica evidente el ventilador hace ruido extraño,9,negative,1,1
REV_01167,"Samsung T35F 27""",Monitor,5,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01168,Intel Core i7-1355U,Procesador,2,"Claramente un problema del lote, varios usuarios reportan lo mismo.",claramente un problema del lote varios usuarios reportan lo mismo,10,negative,1,1
REV_01169,Kingston Fury Beast 16GB,Memoria RAM,3,"Aceptable para el precio, no esperaba más.",aceptable para el precio no esperaba más,7,neutral,0,0
REV_01170,HP LaserJet Pro M15w,Impresora,5,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01171,Dell Inspiron 15,Laptop,4,"Gran relación calidad-precio, lo recomiendo.",gran relación calidad precio lo recomiendo,6,positive,0,0
REV_01172,Epson L4260,Impresora,5,"Calidad premium, vale cada centavo invertido.",calidad premium vale cada centavo invertido,6,positive,0,0
REV_01173,ASUS GTX 1650,Tarjeta de Video,4,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01174,Intel Core i3-13100,Procesador,1,"El cable de alimentación viene defectuoso, genera chispas.",el cable de alimentación viene defectuoso genera chispas,8,negative,1,1
REV_01175,Canon PIXMA G3110,Impresora,1,El lote que recibí tiene problemas graves de fabricación.,el lote que recibí tiene problemas graves de fabricación,9,negative,1,1
REV_01176,Epson L4260,Impresora,3,Tiene algunas limitaciones pero en general sirve.,tiene algunas limitaciones pero en general sirve,7,neutral,0,0
REV_01177,Acer Aspire 5,Laptop,4,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01178,AMD RX 6600,Tarjeta de Video,2,"Claramente un problema del lote, varios usuarios reportan lo mismo.",claramente un problema del lote varios usuarios reportan lo mismo,10,negative,1,1
REV_01179,Crucial Ballistix 32GB,Memoria RAM,5,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01180,Epson EcoTank L3250,Impresora,4,"Calidad premium, vale cada centavo invertido.",calidad premium vale cada centavo invertido,6,positive,0,0
REV_01181,Intel Core i7-1355U,Procesador,1,"Producto con fallas evidentes, parece ser un lote defectuoso.",producto con fallas evidentes parece ser un lote defectuoso,9,negative,1,1
REV_01182,HP LaserJet Pro M15w,Impresora,2,"Pésima calidad, se descompuso al primer mes de uso.",pésima calidad se descompuso al primer mes de uso,9,negative,1,0
REV_01183,GIGABYTE G27FC,Monitor,5,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01184,Xerox Phaser 7100,Impresora,4,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01185,HP LaserJet Pro M15w,Impresora,4,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01186,Corsair Vengeance 8GB,Memoria RAM,1,"Fallo catastrófico desde la primera semana, muy mala calidad.",fallo catastrófico desde la primera semana muy mala calidad,9,negative,1,1
REV_01187,Epson EcoTank L3250,Impresora,5,"Calidad premium, vale cada centavo invertido.",calidad premium vale cada centavo invertido,6,positive,0,0
REV_01188,HyperX Impact 16GB,Memoria RAM,3,Funciona bien pero el empaque llegó dañado.,funciona bien pero el empaque llegó dañado,7,neutral,0,0
REV_01189,Crucial Ballistix 32GB,Memoria RAM,2,"Terrible experiencia, el producto murió a los pocos días.",terrible experiencia el producto murió a los pocos días,9,negative,1,0
REV_01190,ASUS GTX 1650,Tarjeta de Video,1,"La batería no carga correctamente, viene dañada de fábrica.",la batería no carga correctamente viene dañada de fábrica,9,negative,1,1
REV_01191,Dell Inspiron 15,Laptop,4,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01192,Intel Core i3-13100,Procesador,4,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01193,ADATA XPG 8GB,Memoria RAM,1,"No funciona correctamente, tiene muchos errores de fábrica.",no funciona correctamente tiene muchos errores de fábrica,8,negative,1,1
REV_01194,ASUS GTX 1650,Tarjeta de Video,5,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01195,Corsair Vengeance 8GB,Memoria RAM,4,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01196,Xerox Phaser 7100,Impresora,2,"Pésima calidad, se descompuso al primer mes de uso.",pésima calidad se descompuso al primer mes de uso,9,negative,1,0
REV_01197,BenQ GW2480,Monitor,4,"Gran relación calidad-precio, lo recomiendo.",gran relación calidad precio lo recomiendo,6,positive,0,0
REV_01198,HyperX Impact 16GB,Memoria RAM,4,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01199,AMD Ryzen 5 5600,Procesador,3,"Cumple con lo básico, nada extraordinario.",cumple con lo básico nada extraordinario,6,neutral,0,0
REV_01200,GIGABYTE RTX 3060,Tarjeta de Video,1,"Terrible experiencia, el producto murió a los pocos días.",terrible experiencia el producto murió a los pocos días,9,negative,1,0
REV_01201,LG 24MK400H,Monitor,5,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01202,Acer Aspire 5,Laptop,1,El lote que recibí tiene problemas graves de fabricación.,el lote que recibí tiene problemas graves de fabricación,9,negative,1,1
REV_01203,AMD Ryzen 7 3700X,Procesador,4,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01204,AMD Ryzen 5 5600,Procesador,4,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01205,LG 24MK400H,Monitor,5,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01206,AMD RX 6600,Tarjeta de Video,4,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01207,Acer Aspire 5,Laptop,1,"Se sobrecalienta constantemente, claramente es un defecto.",se sobrecalienta constantemente claramente es un defecto,7,negative,1,1
REV_01208,Crucial Ballistix 32GB,Memoria RAM,4,"Calidad premium, vale cada centavo invertido.",calidad premium vale cada centavo invertido,6,positive,0,0
REV_01209,Corsair Vengeance 8GB,Memoria RAM,5,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01210,Crucial Ballistix 32GB,Memoria RAM,4,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01211,Intel Core i7-1355U,Procesador,1,"El producto llegó defectuoso, no enciende desde la caja.",el producto llegó defectuoso no enciende desde la caja,9,negative,1,1
REV_01212,HP LaserJet Pro M15w,Impresora,5,"Excelente producto, funciona perfectamente desde el primer día.",excelente producto funciona perfectamente desde el primer día,8,positive,0,0
REV_01213,Epson EcoTank L3250,Impresora,2,"Defecto de fábrica evidente, el ventilador hace ruido extraño.",defecto de fábrica evidente el ventilador hace ruido extraño,9,negative,1,1
REV_01214,HP Pavilion 15,Laptop,4,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01215,"Samsung T35F 27""",Monitor,1,"Se sobrecalienta constantemente, claramente es un defecto.",se sobrecalienta constantemente claramente es un defecto,7,negative,1,1
REV_01216,BenQ GW2480,Monitor,4,"Muy buena calidad, lo recomiendo ampliamente.",muy buena calidad lo recomiendo ampliamente,6,positive,0,0
REV_01217,GIGABYTE RTX 3060,Tarjeta de Video,5,"Muy buena calidad, lo recomiendo ampliamente.",muy buena calidad lo recomiendo ampliamente,6,positive,0,0
REV_01218,ADATA XPG 8GB,Memoria RAM,5,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01219,ASUS VivoBook 14,Laptop,5,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01220,HP LaserJet Pro M15w,Impresora,1,"Producto con fallas evidentes, parece ser un lote defectuoso.",producto con fallas evidentes parece ser un lote defectuoso,9,negative,1,1
REV_01221,BenQ GW2480,Monitor,3,"Esperaba más por el precio pagado, pero cumple.",esperaba más por el precio pagado pero cumple,8,neutral,0,0
REV_01222,BenQ GW2480,Monitor,3,"Aceptable para el precio, no esperaba más.",aceptable para el precio no esperaba más,7,neutral,0,0
REV_01223,ADATA XPG 8GB,Memoria RAM,2,"La batería no carga correctamente, viene dañada de fábrica.",la batería no carga correctamente viene dañada de fábrica,9,negative,1,1
REV_01224,Intel Core i3-13100,Procesador,4,"Calidad premium, vale cada centavo invertido.",calidad premium vale cada centavo invertido,6,positive,0,0
REV_01225,AMD Ryzen 7 3700X,Procesador,5,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01226,Epson L4260,Impresora,5,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01227,HP Pavilion 15,Laptop,4,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01228,AMD Ryzen 7 3700X,Procesador,5,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01229,AMD Ryzen 5 5600,Procesador,4,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01230,NVIDIA GTX 1660,Tarjeta de Video,5,"Excelente producto, funciona perfectamente desde el primer día.",excelente producto funciona perfectamente desde el primer día,8,positive,0,0
REV_01231,ASUS VivoBook 14,Laptop,4,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01232,Canon PIXMA G3110,Impresora,2,"Claramente un problema del lote, varios usuarios reportan lo mismo.",claramente un problema del lote varios usuarios reportan lo mismo,10,negative,1,1
REV_01233,Kingston Fury Beast 16GB,Memoria RAM,2,Llegó con la pantalla rayada y el hardware fallando.,llegó con la pantalla rayada y el hardware fallando,9,negative,1,0
REV_01234,GIGABYTE G27FC,Monitor,3,Tiene algunas limitaciones pero en general sirve.,tiene algunas limitaciones pero en general sirve,7,neutral,0,0
REV_01235,Crucial Ballistix 32GB,Memoria RAM,3,"El producto está bien, aunque podría mejorar en algunos aspectos.",el producto está bien aunque podría mejorar en algunos aspectos,10,neutral,0,0
REV_01236,Intel Core i7-1355U,Procesador,5,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01237,Intel Core i5-12400,Procesador,5,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01238,Lenovo ThinkPad T14,Laptop,4,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01239,ADATA XPG 8GB,Memoria RAM,2,Llegó con la pantalla rayada y el hardware fallando.,llegó con la pantalla rayada y el hardware fallando,9,negative,1,0
REV_01240,Intel Core i5-12400,Procesador,3,"Aceptable para el precio, no esperaba más.",aceptable para el precio no esperaba más,7,neutral,0,0
REV_01241,"Samsung T35F 27""",Monitor,2,El lote que recibí tiene problemas graves de fabricación.,el lote que recibí tiene problemas graves de fabricación,9,negative,1,1
REV_01242,Dell Inspiron 15,Laptop,3,Tiene algunas limitaciones pero en general sirve.,tiene algunas limitaciones pero en general sirve,7,neutral,0,0
REV_01243,HyperX Impact 16GB,Memoria RAM,5,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01244,ASUS VivoBook 14,Laptop,1,"Claramente un problema del lote, varios usuarios reportan lo mismo.",claramente un problema del lote varios usuarios reportan lo mismo,10,negative,1,1
REV_01245,Dell Inspiron 15,Laptop,5,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01246,HP LaserJet Pro M15w,Impresora,5,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01247,GIGABYTE RTX 3060,Tarjeta de Video,4,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01248,AOC 24G2,Monitor,4,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01249,ADATA XPG 8GB,Memoria RAM,5,"Excelente producto, funciona perfectamente desde el primer día.",excelente producto funciona perfectamente desde el primer día,8,positive,0,0
REV_01250,BenQ GW2480,Monitor,3,Tiene algunas limitaciones pero en general sirve.,tiene algunas limitaciones pero en general sirve,7,neutral,0,0
REV_01251,Kingston Fury Beast 16GB,Memoria RAM,5,"Excelente producto, funciona perfectamente desde el primer día.",excelente producto funciona perfectamente desde el primer día,8,positive,0,0
REV_01252,Intel Core i7-1355U,Procesador,1,"Defecto de fábrica evidente, el ventilador hace ruido extraño.",defecto de fábrica evidente el ventilador hace ruido extraño,9,negative,1,1
REV_01253,HP LaserJet Pro M15w,Impresora,5,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01254,LG 24MK400H,Monitor,4,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01255,HP Pavilion 15,Laptop,3,"Cumple con lo básico, nada extraordinario.",cumple con lo básico nada extraordinario,6,neutral,0,0
REV_01256,Epson L4260,Impresora,5,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01257,Canon PIXMA G3110,Impresora,4,"Muy buena calidad, lo recomiendo ampliamente.",muy buena calidad lo recomiendo ampliamente,6,positive,0,0
REV_01258,MSI RX 580,Tarjeta de Video,3,"Esperaba más por el precio pagado, pero cumple.",esperaba más por el precio pagado pero cumple,8,neutral,0,0
REV_01259,Lenovo ThinkPad T14,Laptop,4,"Muy buena calidad, lo recomiendo ampliamente.",muy buena calidad lo recomiendo ampliamente,6,positive,0,0
REV_01260,Kingston Fury Beast 16GB,Memoria RAM,5,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01261,BenQ GW2480,Monitor,3,"Esperaba más por el precio pagado, pero cumple.",esperaba más por el precio pagado pero cumple,8,neutral,0,0
REV_01262,Intel Core i7-1355U,Procesador,4,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01263,Dell Inspiron 15,Laptop,4,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01264,Dell Inspiron 15,Laptop,5,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01265,HP LaserJet Pro M15w,Impresora,5,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01266,Corsair Vengeance 8GB,Memoria RAM,2,"Fallo catastrófico desde la primera semana, muy mala calidad.",fallo catastrófico desde la primera semana muy mala calidad,9,negative,1,1
REV_01267,ASUS GTX 1650,Tarjeta de Video,4,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01268,ASUS VivoBook 14,Laptop,4,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01269,MSI RX 580,Tarjeta de Video,4,"Gran relación calidad-precio, lo recomiendo.",gran relación calidad precio lo recomiendo,6,positive,0,0
REV_01270,LG 24MK400H,Monitor,4,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01271,AMD Ryzen 7 3700X,Procesador,5,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01272,AMD Ryzen 5 5600,Procesador,5,"Gran relación calidad-precio, lo recomiendo.",gran relación calidad precio lo recomiendo,6,positive,0,0
REV_01273,ASUS VivoBook 14,Laptop,5,"Gran relación calidad-precio, lo recomiendo.",gran relación calidad precio lo recomiendo,6,positive,0,0
REV_01274,Intel Core i7-1355U,Procesador,4,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01275,LG 24MK400H,Monitor,2,"Pésima calidad, se descompuso al primer mes de uso.",pésima calidad se descompuso al primer mes de uso,9,negative,1,0
REV_01276,Intel Core i3-13100,Procesador,4,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01277,Canon PIXMA G3110,Impresora,3,"Cumple con lo básico, nada extraordinario.",cumple con lo básico nada extraordinario,6,neutral,0,0
REV_01278,Intel Core i5-12400,Procesador,2,"Defecto de fábrica evidente, el ventilador hace ruido extraño.",defecto de fábrica evidente el ventilador hace ruido extraño,9,negative,1,1
REV_01279,Kingston Fury Beast 16GB,Memoria RAM,4,"Calidad premium, vale cada centavo invertido.",calidad premium vale cada centavo invertido,6,positive,0,0
REV_01280,LG 24MK400H,Monitor,1,"Se sobrecalienta constantemente, claramente es un defecto.",se sobrecalienta constantemente claramente es un defecto,7,negative,1,1
REV_01281,Intel Core i7-1355U,Procesador,5,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01282,Canon PIXMA G3110,Impresora,5,"Gran relación calidad-precio, lo recomiendo.",gran relación calidad precio lo recomiendo,6,positive,0,0
REV_01283,"Samsung T35F 27""",Monitor,3,"El producto está bien, aunque podría mejorar en algunos aspectos.",el producto está bien aunque podría mejorar en algunos aspectos,10,neutral,0,0
REV_01284,Intel Core i3-13100,Procesador,4,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01285,ASUS VivoBook 14,Laptop,3,"El producto está bien, aunque podría mejorar en algunos aspectos.",el producto está bien aunque podría mejorar en algunos aspectos,10,neutral,0,0
REV_01286,Acer Aspire 5,Laptop,2,"Pésima calidad, se descompuso al primer mes de uso.",pésima calidad se descompuso al primer mes de uso,9,negative,1,0
REV_01287,NVIDIA GTX 1660,Tarjeta de Video,5,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01288,GIGABYTE G27FC,Monitor,5,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01289,HP LaserJet Pro M15w,Impresora,4,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01290,HyperX Impact 16GB,Memoria RAM,1,"Muy decepcionante, el producto falló desde el primer día.",muy decepcionante el producto falló desde el primer día,9,negative,1,0
REV_01291,AOC 24G2,Monitor,4,"Excelente producto, funciona perfectamente desde el primer día.",excelente producto funciona perfectamente desde el primer día,8,positive,0,0
REV_01292,Xerox Phaser 7100,Impresora,1,"Pésima calidad, se descompuso al primer mes de uso.",pésima calidad se descompuso al primer mes de uso,9,negative,1,0
REV_01293,Xerox Phaser 7100,Impresora,3,"Ni muy bueno ni muy malo, hace lo que promete.",ni muy bueno ni muy malo hace lo que promete,10,neutral,0,0
REV_01294,AMD Ryzen 5 5600,Procesador,5,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01295,Crucial Ballistix 32GB,Memoria RAM,4,"Gran relación calidad-precio, lo recomiendo.",gran relación calidad precio lo recomiendo,6,positive,0,0
REV_01296,Intel Core i5-12400,Procesador,4,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01297,ASUS GTX 1650,Tarjeta de Video,3,Tiene algunas limitaciones pero en general sirve.,tiene algunas limitaciones pero en general sirve,7,neutral,0,0
REV_01298,HP Pavilion 15,Laptop,5,"Muy buena calidad, lo recomiendo ampliamente.",muy buena calidad lo recomiendo ampliamente,6,positive,0,0
REV_01299,AMD Ryzen 7 3700X,Procesador,3,"Cumple con lo básico, nada extraordinario.",cumple con lo básico nada extraordinario,6,neutral,0,0
REV_01300,Epson L4260,Impresora,3,"Aceptable para el precio, no esperaba más.",aceptable para el precio no esperaba más,7,neutral,0,0
REV_01301,ADATA XPG 8GB,Memoria RAM,4,"Superó mis expectativas, muy buen rendimiento.",superó mis expectativas muy buen rendimiento,6,positive,0,0
REV_01302,Kingston Fury Beast 16GB,Memoria RAM,2,"Producto con fallas evidentes, parece ser un lote defectuoso.",producto con fallas evidentes parece ser un lote defectuoso,9,negative,1,1
REV_01303,ASUS VivoBook 14,Laptop,4,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01304,ADATA XPG 8GB,Memoria RAM,3,Tiene algunas limitaciones pero en general sirve.,tiene algunas limitaciones pero en general sirve,7,neutral,0,0
REV_01305,HyperX Impact 16GB,Memoria RAM,3,"Aceptable para el precio, no esperaba más.",aceptable para el precio no esperaba más,7,neutral,0,0
REV_01306,AMD RX 6600,Tarjeta de Video,5,"Calidad premium, vale cada centavo invertido.",calidad premium vale cada centavo invertido,6,positive,0,0
REV_01307,NVIDIA GTX 1660,Tarjeta de Video,1,"Producto con fallas evidentes, parece ser un lote defectuoso.",producto con fallas evidentes parece ser un lote defectuoso,9,negative,1,1
REV_01308,ASUS VivoBook 14,Laptop,1,"Muy decepcionante, el producto falló desde el primer día.",muy decepcionante el producto falló desde el primer día,9,negative,1,0
REV_01309,Kingston Fury Beast 16GB,Memoria RAM,4,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
REV_01310,AMD RX 6600,Tarjeta de Video,2,"El cable de alimentación viene defectuoso, genera chispas.",el cable de alimentación viene defectuoso genera chispas,8,negative,1,1
REV_01311,NVIDIA GTX 1660,Tarjeta de Video,1,"Claramente un problema del lote, varios usuarios reportan lo mismo.",claramente un problema del lote varios usuarios reportan lo mismo,10,negative,1,1
REV_01312,AMD Ryzen 5 5600,Procesador,2,"Fallo catastrófico desde la primera semana, muy mala calidad.",fallo catastrófico desde la primera semana muy mala calidad,9,negative,1,1
REV_01313,Canon PIXMA G3110,Impresora,1,"Se sobrecalienta constantemente, claramente es un defecto.",se sobrecalienta constantemente claramente es un defecto,7,negative,1,1
REV_01314,Epson L4260,Impresora,3,Tiene algunas limitaciones pero en general sirve.,tiene algunas limitaciones pero en general sirve,7,neutral,0,0
REV_01315,Lenovo ThinkPad T14,Laptop,4,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01316,Crucial Ballistix 32GB,Memoria RAM,5,Llegó en perfecto estado y funciona de maravilla.,llegó en perfecto estado y funciona de maravilla,8,positive,0,0
REV_01317,Epson L4260,Impresora,2,"El producto llegó defectuoso, no enciende desde la caja.",el producto llegó defectuoso no enciende desde la caja,9,negative,1,1
REV_01318,"Samsung T35F 27""",Monitor,1,"El producto llegó defectuoso, no enciende desde la caja.",el producto llegó defectuoso no enciende desde la caja,9,negative,1,1
REV_01319,Xerox Phaser 7100,Impresora,5,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01320,BenQ GW2480,Monitor,5,"Excelente desempeño, sin ningún problema hasta ahora.",excelente desempeño sin ningún problema hasta ahora,7,positive,0,0
REV_01321,AMD RX 6600,Tarjeta de Video,5,"Excelente producto, funciona perfectamente desde el primer día.",excelente producto funciona perfectamente desde el primer día,8,positive,0,0
REV_01322,ASUS GTX 1650,Tarjeta de Video,5,"Muy contento con el producto, funciona como se describe.",muy contento con el producto funciona como se describe,9,positive,0,0
REV_01323,LG 24MK400H,Monitor,5,"Gran relación calidad-precio, lo recomiendo.",gran relación calidad precio lo recomiendo,6,positive,0,0
REV_01324,Intel Core i7-1355U,Procesador,5,"Muy buena calidad, lo recomiendo ampliamente.",muy buena calidad lo recomiendo ampliamente,6,positive,0,0
REV_01325,MSI RX 580,Tarjeta de Video,4,"Calidad premium, vale cada centavo invertido.",calidad premium vale cada centavo invertido,6,positive,0,0
REV_01326,Epson L4260,Impresora,4,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01327,Intel Core i5-12400,Procesador,1,"El producto llegó defectuoso, no enciende desde la caja.",el producto llegó defectuoso no enciende desde la caja,9,negative,1,1
REV_01328,Kingston Fury Beast 16GB,Memoria RAM,5,"Funciona perfectamente, muy satisfecho con la compra.",funciona perfectamente muy satisfecho con la compra,7,positive,0,0
REV_01329,Canon PIXMA G3110,Impresora,4,"Excelente producto, funciona perfectamente desde el primer día.",excelente producto funciona perfectamente desde el primer día,8,positive,0,0
REV_01330,Intel Core i5-12400,Procesador,4,"Calidad premium, vale cada centavo invertido.",calidad premium vale cada centavo invertido,6,positive,0,0
REV_01331,LG 24MK400H,Monitor,1,"Pésima calidad, se descompuso al primer mes de uso.",pésima calidad se descompuso al primer mes de uso,9,negative,1,0
REV_01332,AMD Ryzen 5 5600,Procesador,4,"Muy buena calidad, lo recomiendo ampliamente.",muy buena calidad lo recomiendo ampliamente,6,positive,0,0
REV_01333,AOC 24G2,Monitor,5,"Muy buena calidad, lo recomiendo ampliamente.",muy buena calidad lo recomiendo ampliamente,6,positive,0,0
REV_01334,GIGABYTE G27FC,Monitor,3,"Aceptable para el precio, no esperaba más.",aceptable para el precio no esperaba más,7,neutral,0,0
REV_01335,HyperX Impact 16GB,Memoria RAM,4,"Producto de alta calidad, entrega rápida y sin problemas.",producto de alta calidad entrega rápida y sin problemas,9,positive,0,0
